f_property_type,f_room_type,f_room_type2,usd_price_day,p_host_response_rate,n_accommodates,n_bedrooms,n_beds,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_host_total_listings_count,n_days_since,d_dedicatedworkspace,d_washer,d_microwave,d_smokealarm,d_essentials,d_dryer,d_hotwater,d_hangers,d_iron,d_airconditioning,d_hairdryer,d_bedlinens,d_lockbox,d_breakfast,d_cookingbasics,d_dishwasher,d_fireextinguisher,d_privateentrance,d_keypad,d_ethernetconnection,d_bathroomessentials,d_bedroomcomforts,d_pool,d_beachessentials,d_windowguards,d_highchair,d_outletcovers,d_babybath,d_bakingsheet,d_crib,d_elevator,d_lakeaccess,d_showergel,d_smartlock,d_gym,d_ricemaker,d_babysitterrecommendations,d_indoorfireplace,d_evcharger,d_fireplaceguards,d_gameconsole,d_buildingstaff,d_beachfront,d_bodysoap,d_ceilingfan,d_freezer,d_portablefans,d_petsallowed,d_waterfront,d_laundromatnearby,d_smokingallowed,d_outdoorshower,d_outdoorfurniture,d_diningtable,d_wineglasses,d_changingtable,d_babymonitor,d_portableheater,d_minifridge,d_cleaningproducts,d_soundsystem,d_recordplayer,d_clothingstorage,d_piano,d_trashcompactor,d_pooltoys,d_boardgames,d_safe,d_bidet,d_mosquitonet,d_firepit,d_refrigerator_agg,d_tv_agg,d_stove_agg,d_shampoo_agg,d_conditioner_agg,d_wifi_agg,d_tub_agg,d_oven_agg,d_kitchen_agg,d_heating_agg,d_coffee_maker,d_bread_maker,d_barbecue_tool,d_host_is_superhost,d_host_has_profile_pic,d_host_identity_verified,d_has_availability,d_instant_bookable,price,id,neighbourhood_cleansed,room_type,property_type
Entire_apt,Entire home/apt,Entire/Apt,89,100,6,2,3,100,1,1,2,3,21,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,89,46872422,East Los Angeles,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,140,100,6,3,3,100,1,1,2,0,14,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,140,46872557,Echo Park,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,159,98,6,2,3,NA,0,NA,30,6,NA,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,159,46872914,Carthay,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,110,96,6,2,2,93,3,3,2,0,20,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,110,46874045,Long Beach,Entire home/apt,Entire_apt
Room_apt,Private room,Private,55,89,2,1,1,NA,0,NA,3,0,NA,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,55,46874496,Long Beach,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,120,100,4,1,NA,NA,0,NA,30,0,NA,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,120,46875378,Beverly Hills,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,162,94,6,2,2,100,1,1,1,3,6,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,162,46875467,Chinatown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,128,100,4,1,1,NA,0,NA,1,0,NA,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,128,46876998,Downtown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,158,100,6,2,3,NA,0,NA,4,7,NA,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,158,46877571,Westlake,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,154,100,3,1,1,NA,0,NA,30,332,NA,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,154,46881804,Downtown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,100,100,3,NA,1,NA,0,NA,30,0,NA,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,100,46883446,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,57,100,2,NA,1,NA,0,NA,30,24,NA,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,57,46883857,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,138,100,2,1,1,NA,0,NA,30,1311,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,138,46885935,Beverly Grove,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,159,100,2,1,1,NA,0,NA,30,1311,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,159,46885979,Beverly Grove,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,155,100,2,1,1,NA,0,NA,30,1311,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,155,46886033,Beverly Hills,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,150,93,4,1,3,NA,0,NA,2,30,NA,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,150,46886067,Mid-City,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,121,100,2,1,1,NA,0,NA,30,1311,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,121,46891097,Beverly Hills,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,247,100,5,2,2,NA,0,NA,30,410,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,247,46891833,Downtown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,161,100,4,1,2,93,3,3,2,2,24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,161,46894925,Downtown,Entire home/apt,Entire_apt
Room_apt,Private room,Private,67,100,2,1,NA,NA,0,NA,1,11,NA,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,67,46895430,Hollywood,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,84,100,5,1,3,NA,0,NA,1,6,NA,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,84,46895732,Studio City,Entire home/apt,Entire_apt
Room_apt,Private room,Private,55,100,2,1,NA,NA,0,NA,1,11,NA,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,55,46896697,East Hollywood,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,74,92,2,NA,1,NA,0,NA,30,87,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,74,46896742,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,100,92,4,1,1,NA,0,NA,30,87,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,100,46897213,West Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,110,92,4,1,1,NA,0,NA,30,87,NA,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,110,46897464,West Hollywood,Entire home/apt,Entire_apt
Room_apt,Private room,Private,49,100,2,1,NA,NA,0,NA,1,11,NA,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,49,46897935,Hollywood,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,100,92,4,1,1,NA,0,NA,30,87,NA,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,100,46898254,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,96,100,3,1,2,100,1,1,1,0,18,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,96,46899156,Mid-Wilshire,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,96,100,4,1,2,NA,0,NA,30,24,NA,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,96,46899195,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,140,100,5,4,4,NA,0,NA,30,0,NA,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,140,46899298,Vermont Square,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,239,93,4,2,2,NA,0,NA,30,15,NA,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,239,46899517,Koreatown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,94,95,6,1,3,NA,0,NA,1,7,NA,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,94,46900372,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,95,97,4,2,2,NA,0,NA,30,9,NA,1,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,95,46901965,Norwalk,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,65,100,6,2,4,95,4,4,3,2,17,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,65,46903182,East Los Angeles,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,100,100,2,NA,1,NA,0,NA,1,3,NA,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,100,46904604,Marina del Rey,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,120,75,4,2,2,100,1,1,3,0,21,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,120,46907645,Beverly Grove,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,119,100,2,1,1,NA,0,NA,30,1,NA,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,119,46909413,Downtown,Entire home/apt,Entire_apt
Room_apt,Private room,Private,100,40,2,1,NA,NA,0,NA,1,0,NA,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,100,46909427,Pasadena,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,223,100,5,2,2,NA,0,NA,30,410,NA,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,223,46911873,Downtown,Entire home/apt,Entire_apt
Room_apt,Private room,Private,99,100,2,1,1,NA,0,NA,30,4,NA,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,99,46912721,Northridge,Private room,Room_apt
Entire_apt,Entire home/apt,Entire/Apt,122,100,2,1,1,NA,0,NA,31,97,NA,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,122,46918468,Santa Monica,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,203,100,5,2,2,NA,0,NA,30,332,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,203,46921335,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,131,100,3,1,1,NA,0,NA,30,332,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,131,46921343,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,142,100,3,1,1,NA,0,NA,30,332,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,142,46921345,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,138,100,3,1,1,NA,0,NA,30,332,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,138,46921346,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,142,100,3,1,1,NA,0,NA,30,332,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,142,46921349,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,159,100,5,2,2,NA,0,NA,90,332,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,159,46921399,North Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,143,93,5,1,2,80,1,1,1,13,11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,143,46921665,Downtown,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,165,100,3,1,1,NA,0,NA,30,410,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,165,46922439,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,100,100,2,2,2,NA,0,NA,30,24,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,100,46922793,Hollywood,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,85,100,4,1,2,NA,0,NA,30,5,NA,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,1,0,85,46922939,Pico-Robertson,Entire home/apt,Entire_apt
Entire_apt,Entire home/apt,Entire/Apt,130,100,3,2,1,NA,0,NA,30,0,NA,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,130,46923125,Venice,Entire home/apt,Entire_apt
